Label	Probeset	NCBIGeneID	GeneSymbol	Chromosome	MapLocation
KLC2	64837	64837	KLC2	11	11q13.2
RAB1B	81876	81876	RAB1B	11	11q12
YIF1A	10897	10897	YIF1A	11	11q13
CD248	57124	57124	CD248	11	11q13
RIN1	9610	9610	RIN1	11	11q13.2
BRMS1	25855	25855	BRMS1	11	11q13.2
SLC29A2	3177	3177	SLC29A2	11	11q13
MRPL11	65003	65003	MRPL11	11	11q13.3
PELI3	246330	246330	PELI3	11	11q13.2
DPP3	10072	10072	DPP3	11	11q13.2
BBS1	582	582	BBS1	11	11q13
ZDHHC24	254359	254359	ZDHHC24	11	11q13.2
CTSF	8722	8722	CTSF	11	11q13
CCS	9973	9973	CCS	11	11q13
RBM14	10432	10432	RBM14	11	11q13.2
RBM4	5936	5936	RBM4	11	11q13
RBM4B	83759	83759	RBM4B	11	11q13
C11orf80	79703	79703	C11orf80	11	11q13.2
RCE1	9986	9986	RCE1	11	11q13
PC	5091	5091	PC	11	11q13.4-q13.5
LRFN4	78999	78999	LRFN4	11	11q13.2
C11orf86	254439	254439	C11orf86	11	11q13.2
RHOD	29984	29984	RHOD	11	11q14.3
KDM2A	22992	22992	KDM2A	11	11q13.2
ADRBK1	156	156	ADRBK1	11	11q13.1
ANKRD13D	338692	338692	ANKRD13D	11	11q13.2
SSH3	54961	54961	SSH3	11	11q13.2
POLD4	57804	57804	POLD4	11	11q13
RAD9A	5883	5883	RAD9A	11	11q13.1-q13.2
PPP1CA	5499	5499	PPP1CA	11	11q13
TBC1D10C	374403	374403	TBC1D10C	11	11q13.2
RPS6KB2	6199	6199	RPS6KB2	11	11q13.2
PTPRCAP	5790	5790	PTPRCAP	11	11q13.3
CORO1B	57175	57175	CORO1B	11	11q13.2
TMEM134	80194	80194	TMEM134	11	11q13.2
AIP	9049	9049	AIP	11	11q13.3
PITPNM1	9600	9600	PITPNM1	11	11q13
CDK2AP2	10263	10263	CDK2AP2	11	11q13
GSTP1	2950	2950	GSTP1	11	11q13
NDUFV1	4723	4723	NDUFV1	11	11q13
NUDT8	254552	254552	NUDT8	11	11q13.2
TBX10	347853	347853	TBX10	11	11q13.2
ACY3	91703	91703	ACY3	11	11q13.2
UNC93B1	81622	81622	UNC93B1	11	11q13
ALDH3B1	221	221	ALDH3B1	11	11q13
NDUFS8	4728	4728	NDUFS8	11	11q13
TCIRG1	10312	10312	TCIRG1	11	11q13.2
CHKA	1119	1119	CHKA	11	11q13.2
KMT5B	51111	51111	KMT5B	11	11q13.2
C11orf24	53838	53838	C11orf24	11	11q13
LRP5	4041	4041	LRP5	11	11q13.4
PPP6R3	55291	55291	PPP6R3	11	11q13
CPT1A	1374	1374	CPT1A	11	11q13.2
MRPL21	219927	219927	MRPL21	11	11q13.3
IGHMBP2	3508	3508	IGHMBP2	11	11q13.3
MRGPRF	116535	116535	MRGPRF	11	11q13.3
TPCN2	219931	219931	TPCN2	11	11q13.3
CCND1	595	595	CCND1	11	11q13
ORAOV1	220064	220064	ORAOV1	11	11q13.3
FADD	8772	8772	FADD	11	11q13.3
PPFIA1	8500	8500	PPFIA1	11	11q13.3
CTTN	2017	2017	CTTN	11	11q13
DHCR7	1717	1717	DHCR7	11	11q13.4
NADSYN1	55191	55191	NADSYN1	11	11q13.4
FAM86C1	55199	55199	FAM86C1	11	11q13.4
RNF121	55298	55298	RNF121	11	11q13.4
IL18BP	10068	10068	IL18BP	11	11q13
NUMA1	4926	4926	NUMA1	11	11q13
LRTOMT	220074	220074	LRTOMT	11	11q13.4
LAMTOR1	55004	55004	LAMTOR1	11	11q13.4
ANAPC15	25906	25906	ANAPC15	11	11q13.4
FOLR2	2350	2350	FOLR2	11	11q13.4
INPPL1	3636	3636	INPPL1	11	11q13
CLPB	81570	81570	CLPB	11	11q13.4
PDE2A	5138	5138	PDE2A	11	11q13.4
ARAP1	116985	116985	ARAP1	11	11q13.4
STARD10	10809	10809	STARD10	11	11q13
ATG16L2	89849	89849	ATG16L2	11	11q13.4
FCHSD2	9873	9873	FCHSD2	11	11q13.4
P2RY2	5029	5029	P2RY2	11	11q13.4
P2RY6	5031	5031	P2RY6	11	11q13.4
ARHGEF17	9828	9828	ARHGEF17	11	11q13.4
RELT	84957	84957	RELT	11	11q13.4
FAM168A	23201	23201	FAM168A	11	11q13.4
PLEKHB1	58473	58473	PLEKHB1	11	11q13.5-q14.1
RAB6A	5870	5870	RAB6A	11	11q13.3
MRPL48	51642	51642	MRPL48	11	11q13.4
COA4	51287	51287	COA4	11	11q13.4
PAAF1	80227	80227	PAAF1	11	11q13.4
UCP2	7351	7351	UCP2	11	11q13
C2CD3	26005	26005	C2CD3	11	11q13.4
PPME1	51400	51400	PPME1	11	11q13.4
KCNE3	10008	10008	KCNE3	11	11q13.4
LIPT2	387787	387787	LIPT2	11	11q13.4
LOC100287896	100287896	100287896	LOC100287896	11	11q13.4
POLD3	10714	10714	POLD3	11	11q14
RNF169	254225	254225	RNF169	11	11q13.4
SPCS2	9789	9789	SPCS2	11	11q13.4
SLCO2B1	11309	11309	SLCO2B1	11	11q13
ARRB1	408	408	ARRB1	11	11q13
RPS3	6188	6188	RPS3	11	11q13.4
GDPD5	81544	81544	GDPD5	11	11q13.4-q13.5
SERPINH1	871	871	SERPINH1	11	11q13.5
MOGAT2	80168	80168	MOGAT2	11	11q13.5
DGAT2	84649	84649	DGAT2	11	11q13.5
UVRAG	7405	7405	UVRAG	11	11q13.5
WNT11	7481	7481	WNT11	11	11q13.5
THAP12	5612	5612	THAP12	11	11q13.5
LRRC32	2615	2615	LRRC32	11	11q13.5-q14
TSKU	25987	25987	TSKU	11	11q13.5
ACER3	55331	55331	ACER3	11	11q13.5
B3GNT6	192134	192134	B3GNT6	11	11q13.4
CAPN5	726	726	CAPN5	11	11q14
PAK1	5058	5058	PAK1	11	11q13.5-q14.1
AQP11	282679	282679	AQP11	11	11q14.1
CLNS1A	1207	1207	CLNS1A	11	11q14.1
RSF1	51773	51773	RSF1	11	11q14.1
AAMDC	28971	28971	AAMDC	11	11q14.1
INTS4	92105	92105	INTS4	11	11q14.1
KCTD14	65987	65987	KCTD14	11	11q14.1
NDUFC2	4718	4718	NDUFC2	11	11q14.1
ALG8	79053	79053	ALG8	11	11q14.1
KCTD21	283219	283219	KCTD21	11	11q14.1
GAB2	9846	9846	GAB2	11	11q14.1
NARS2	79731	79731	NARS2	11	11q14.1
PRCP	5547	5547	PRCP	11	11q14
PCF11	51585	51585	PCF11	11	11q13
CCDC90B	60492	60492	CCDC90B	11	11q14.1
TMEM126B	55863	55863	TMEM126B	11	11q14.1
TMEM126A	84233	84233	TMEM126A	11	11q14.1
CREBZF	58487	58487	CREBZF	11	11q14
SYTL2	54843	54843	SYTL2	11	11q14
PICALM	8301	8301	PICALM	11	11q14
EED	8726	8726	EED	11	11q14.2-q22.3
C11orf73	51501	51501	C11orf73	11	11q14.2
ME3	10873	10873	ME3	11	11cen-q22.3
PRSS23	11098	11098	PRSS23	11	11q14.1
FZD4	8322	8322	FZD4	11	11q14.2
TMEM135	65084	65084	TMEM135	11	11q14.2
CTSC	1075	1075	CTSC	11	11q14.2
CHORDC1	26973	26973	CHORDC1	11	11q14.3
SMCO4	56935	56935	SMCO4	11	11q21
TAF1D	79101	79101	TAF1D	11	11q21
SNORA8	654320	654320	SNORA8	11	11q21
C11orf54	28970	28970	C11orf54	11	11q21
MED17	9440	9440	MED17	11	11q14
PANX1	24145	24145	PANX1	11	11q21
MRE11A	4361	4361	MRE11A	11	11q21
ANKRD49	54851	54851	ANKRD49	11	11q21
PIWIL4	143689	143689	PIWIL4	11	11q21
FUT4	2526	2526	FUT4	11	11q21
CWC15	51503	51503	CWC15	11	11q21
SRSF8	10929	10929	SRSF8	11	11q22
ENDOD1	23052	23052	ENDOD1	11	11q21
SESN3	143686	143686	SESN3	11	11q21
FAM76B	143684	143684	FAM76B	11	11q21
CEP57	9702	9702	CEP57	11	11q21
MTMR2	8898	8898	MTMR2	11	11q22
CCDC82	79780	79780	CCDC82	11	11q21
JRKL	8690	8690	JRKL	11	11q21
TMEM133	83935	83935	TMEM133	11	11q22.1
YAP1	10413	10413	YAP1	11	11q13
BIRC3	330	330	BIRC3	11	11q22
BIRC2	329	329	BIRC2	11	11q22
TMEM123	114908	114908	TMEM123	11	11q22.1
MMP1	4312	4312	MMP1	11	11q22.3
MMP12	4321	4321	MMP12	11	11q22.3
PDGFD	80310	80310	PDGFD	11	11q22.3
LOC643733	643733	643733	LOC643733	11	11q22.3
CASP4	837	837	CASP4	11	11q22.2-q22.3
CASP5	838	838	CASP5	11	11q22.2-q22.3
CASP1	834	834	CASP1	11	11q23
CARD16	114769	114769	CARD16	11	11q22
MSANTD4	84437	84437	MSANTD4	11	11q22
KBTBD3	143879	143879	KBTBD3	11	11q22.3
AASDHPPT	60496	60496	AASDHPPT	11	11q22
CWF19L2	143884	143884	CWF19L2	11	11q22.3
ALKBH8	91801	91801	ALKBH8	11	11q22.3
SLC35F2	54733	54733	SLC35F2	11	11q22.3
CUL5	8065	8065	CUL5	11	11q22.3
ACAT1	38	38	ACAT1	11	11q22.3
NPAT	4863	4863	NPAT	11	11q22-q23
ATM	472	472	ATM	11	11q22-q23
KDELC2	143888	143888	KDELC2	11	11q22.3
DDX10	1662	1662	DDX10	11	11q22-q23
RDX	5962	5962	RDX	11	11q23
FDX1	2230	2230	FDX1	11	11q22
COLCA2	120376	120376	COLCA2	11	11q23.1
POU2AF1	5450	5450	POU2AF1	11	11q23.1
LAYN	143903	143903	LAYN	11	11q23.1
SIK2	23235	23235	SIK2	11	11q23.1
PPP2R1B	5519	5519	PPP2R1B	11	11q23.2
ALG9	79796	79796	ALG9	11	11q23
C11orf1	64776	64776	C11orf1	11	11q23.1
CRYAB	1410	1410	CRYAB	11	11q23.1
HSPB2-C11orf52	100528019	100528019	HSPB2-C11orf52	11	11q
DLAT	1737	1737	DLAT	11	11q23.1
C11orf57	55216	55216	C11orf57	11	11q23.1
TIMM8B	26521	26521	TIMM8B	11	11q23.1-q23.2
SDHD	6392	6392	SDHD	11	11q23
IL18	3606	3606	IL18	11	11q23.1
PTS	5805	5805	PTS	11	11q22.3
TTC12	54970	54970	TTC12	11	11q23.2
ZW10	9183	9183	ZW10	11	11q23.2
USP28	57646	57646	USP28	11	11q23
NNMT	4837	4837	NNMT	11	11q23.1
C11orf71	54494	54494	C11orf71	11	11q23.2
RBM7	10179	10179	RBM7	11	11q23.1-q23.2
REXO2	25996	25996	REXO2	11	11q23.2
NXPE1	120400	120400	NXPE1	11	11q23.2
CADM1	23705	23705	CADM1	11	11q23.2
BUD13	84811	84811	BUD13	11	11q23.3
ZPR1	8882	8882	ZPR1	11	11q23.3
APOA4	337	337	APOA4	11	11q23
APOC3	345	345	APOC3	11	11q23.3
APOA1	335	335	APOA1	11	11q23-q24
SIK3	23387	23387	SIK3	11	11q23.3
PAFAH1B2	5049	5049	PAFAH1B2	11	11q23
SIDT2	51092	51092	SIDT2	11	11q23.3
LOC100652768	100652768	100652768	LOC100652768	11	None
TAGLN	6876	6876	TAGLN	11	11q23.2
PCSK7	9159	9159	PCSK7	11	11q23-q24
RNF214	257160	257160	RNF214	11	11q23.3
BACE1	23621	23621	BACE1	11	11q23.2-q23.3
BACE1-AS	100379571	100379571	BACE1-AS	11	11q23.3
CEP164	22897	22897	CEP164	11	11q23.3
FXYD6	53826	53826	FXYD6	11	11q23.3
IL10RA	3587	3587	IL10RA	11	11q23
TMPRSS4	56649	56649	TMPRSS4	11	11q23.3
JAML	120425	120425	JAML	11	11q23.3
MPZL2	10205	10205	MPZL2	11	11q24
CD3E	916	916	CD3E	11	11q23
CD3D	915	915	CD3D	11	11q23
CD3G	917	917	CD3G	11	11q23
UBE4A	9354	9354	UBE4A	11	11q23.3
ATP5L	10632	10632	ATP5L	11	11q23.3
KMT2A	4297	4297	KMT2A	11	11q23
TTC36	143941	143941	TTC36	11	11q23.3
TMEM25	84866	84866	TMEM25	11	11q23.3
IFT46	56912	56912	IFT46	11	11q23.3
ARCN1	372	372	ARCN1	11	11q23.3
PHLDB1	23187	23187	PHLDB1	11	11q23.3
TREH	11181	11181	TREH	11	11q23.3
DDX6	1656	1656	DDX6	11	11q23.3
BCL9L	283149	283149	BCL9L	11	11q23.3
CCDC84	338657	338657	CCDC84	11	11q23.3
RPS25	6230	6230	RPS25	11	11q23.3
TRAPPC4	51399	51399	TRAPPC4	11	11q23.3
SLC37A4	2542	2542	SLC37A4	11	11q23.3
HYOU1	10525	10525	HYOU1	11	11q23.1-q23.3
VPS11	55823	55823	VPS11	11	11q23
HMBS	3145	3145	HMBS	11	11q23.3
H2AFX	3014	3014	H2AFX	11	11q23.3
DPAGT1	1798	1798	DPAGT1	11	11q23.3
C2CD2L	9854	9854	C2CD2L	11	11q23.3
HINFP	25988	25988	HINFP	11	11q23.3
NLRX1	79671	79671	NLRX1	11	11q23.3
PDZD3	79849	79849	PDZD3	11	11q23.3
CBL	867	867	CBL	11	11q23.3
MCAM	4162	4162	MCAM	11	11q23.3
RNF26	79102	79102	RNF26	11	11q23
MFRP	83552	83552	MFRP	11	11q23
USP2	9099	9099	USP2	11	11q23.3
THY1	7070	7070	THY1	11	11q23.3
NECTIN1	5818	5818	NECTIN1	11	11q23.3
OAF	220323	220323	OAF	11	11q23.3
ARHGEF12	23365	23365	ARHGEF12	11	11q23.3
TBCEL	219899	219899	TBCEL	11	11q23.3
SC5D	6309	6309	SC5D	11	11q23.3
SORL1	6653	6653	SORL1	11	11q23.2-q24.2
HSPA8	3312	3312	HSPA8	11	11q24.1
GRAMD1B	57476	57476	GRAMD1B	11	11q24.1
ZNF202	7753	7753	ZNF202	11	11q24
VWA5A	4013	4013	VWA5A	11	11q24.1
TBRG1	84897	84897	TBRG1	11	11q24.2
SIAE	54414	54414	SIAE	11	11q24
SPA17	53340	53340	SPA17	11	11q24.2
NRGN	4900	4900	NRGN	11	11q24
ESAM	90952	90952	ESAM	11	11q24.2
MSANTD2	79684	79684	MSANTD2	11	11q24.2
ROBO4	54538	54538	ROBO4	11	11q24.2
SLC37A2	219855	219855	SLC37A2	11	11q24.2
TMEM218	219854	219854	TMEM218	11	11q24.2
FEZ1	9638	9638	FEZ1	11	11q24.2
EI24	9538	9538	EI24	11	11q24
STT3A	3703	3703	STT3A	11	11q23.3
CHEK1	1111	1111	CHEK1	11	11q24.2
HYLS1	219844	219844	HYLS1	11	11q24.2
PUS3	83480	83480	PUS3	11	11q24.2
RPUSD4	84881	84881	RPUSD4	11	11q24.2
FAM118B	79607	79607	FAM118B	11	11q24.2
SRPRA	6734	6734	SRPRA	11	11q24.2
FOXRED1	55572	55572	FOXRED1	11	11q24.2
TIRAP	114609	114609	TIRAP	11	11q24.2
DCPS	28960	28960	DCPS	11	11q24.2
ST3GAL4	6484	6484	ST3GAL4	11	11q24.2
ETS1	2113	2113	ETS1	11	11q23.3
FLI1	2313	2313	FLI1	11	11q24.1-q24.3
ARHGAP32	9743	9743	ARHGAP32	11	11q24.3
BARX2	8538	8538	BARX2	11	11q25
TMEM45B	120224	120224	TMEM45B	11	11q24.3
NFRKB	4798	4798	NFRKB	11	11q24-q25
PRDM10	56980	56980	PRDM10	11	11q25
APLP2	334	334	APLP2	11	11q24
ST14	6768	6768	ST14	11	11q24-q25
ZBTB44	29068	29068	ZBTB44	11	11q24.3
SNX19	399979	399979	SNX19	11	11q25
JAM3	83700	83700	JAM3	11	11q25
NCAPD3	23310	23310	NCAPD3	11	11q25
VPS26B	112936	112936	VPS26B	11	11q25
THYN1	29087	29087	THYN1	11	11q25
ACAD8	27034	27034	ACAD8	11	11q25
LOC100288778	100288778	100288778	LOC100288778	12	12p13.33
KDM5A	5927	5927	KDM5A	12	12p11
CCDC77	84318	84318	CCDC77	12	12p13.33
NINJ2	4815	4815	NINJ2	12	12p13
LOC100049716	100049716	100049716	LOC100049716	12	12p13.33
WNK1	65125	65125	WNK1	12	12p13.3
RAD52	5893	5893	RAD52	12	12p13-p12.2
ERC1	23085	23085	ERC1	12	12p13.3
FBXL14	144699	144699	FBXL14	12	12p13.33
WNT5B	81029	81029	WNT5B	12	12p13.3
ADIPOR2	79602	79602	ADIPOR2	12	12p13.31
CACNA2D4	93589	93589	CACNA2D4	12	12p13.33
DCP1B	196513	196513	DCP1B	12	12p13.33
FKBP4	2288	2288	FKBP4	12	12p13.33
ITFG2	55846	55846	ITFG2	12	12p13.33
NRIP2	83714	83714	NRIP2	12	12p13.33
FOXM1	2305	2305	FOXM1	12	12p13
TULP3	7289	7289	TULP3	12	12p13.3
RHNO1	83695	83695	RHNO1	12	12p13.33
TEAD4	7004	7004	TEAD4	12	12p13.33
TSPAN9	10867	10867	TSPAN9	12	12p13.33-p13.32
CRACR2A	84766	84766	CRACR2A	12	12p13.32
PARP11	57097	57097	PARP11	12	12p13.3
CCND2	894	894	CCND2	12	12p13
TIGAR	57103	57103	TIGAR	12	12p13.3
C12orf4	57102	57102	C12orf4	12	12p13.3
RAD51AP1	10635	10635	RAD51AP1	12	12p13.2-p13.1
DYRK4	8798	8798	DYRK4	12	12p13.32
NDUFA9	4704	4704	NDUFA9	12	12p13.3
GALNT8	26290	26290	GALNT8	12	12p13.3
VWF	7450	7450	VWF	12	12p13.3
CD9	928	928	CD9	12	12p13.3
PLEKHG6	55200	55200	PLEKHG6	12	12p13.31
TNFRSF1A	7132	7132	TNFRSF1A	12	12p13.2
SCNN1A	6337	6337	SCNN1A	12	12p13
LTBR	4055	4055	LTBR	12	12p13
CD27	939	939	CD27	12	12p13
TAPBPL	55080	55080	TAPBPL	12	12p13.31
VAMP1	6843	6843	VAMP1	12	12p
MRPL51	51258	51258	MRPL51	12	12p13.31
NCAPD2	9918	9918	NCAPD2	12	12p13.3
GAPDH	2597	2597	GAPDH	12	12p13
IFFO1	25900	25900	IFFO1	12	12p13.3
NOP2	4839	4839	NOP2	12	12p13
CHD4	1108	1108	CHD4	12	12p13
LPAR5	57121	57121	LPAR5	12	12p13.31
ACRBP	84519	84519	ACRBP	12	12p13.31
ING4	51147	51147	ING4	12	12p13.31
ZNF384	171017	171017	ZNF384	12	12p12
COPS7A	50813	50813	COPS7A	12	12p13.31
MLF2	8079	8079	MLF2	12	12p13
PTMS	5763	5763	PTMS	12	12p13
LAG3	3902	3902	LAG3	12	12p13.32
CD4	920	920	CD4	12	12p13.31
GPR162	27239	27239	GPR162	12	12p13
P3H3	10536	10536	P3H3	12	12p13.31
CDCA3	83461	83461	CDCA3	12	12p13
USP5	8078	8078	USP5	12	12p13
TPI1	7167	7167	TPI1	12	12p13
SPSB2	84727	84727	SPSB2	12	12p13.31
DSTNP2	171220	171220	DSTNP2	12	12p13
LRRC23	10233	10233	LRRC23	12	12p13
ENO2	2026	2026	ENO2	12	12p13
ATN1	1822	1822	ATN1	12	12p13.31
C12orf57	113246	113246	C12orf57	12	12p13.31
PTPN6	5777	5777	PTPN6	12	12p13
PHB2	11331	11331	PHB2	12	12p13
SCARNA12	677777	677777	SCARNA12	12	12p13.31
EMG1	10436	10436	EMG1	12	12p13.3
LPCAT3	10162	10162	LPCAT3	12	12p13
C1S	716	716	C1S	12	12p13
C1R	715.chr12.2	715	C1R	12	12p13
C1RL	51279	51279	C1RL	12	12p13.31
RBP5	83758	83758	RBP5	12	12p13.31
CLSTN3	9746	9746	CLSTN3	12	12p13.31
PEX5	5830	5830	PEX5	12	12p13.31
CD163L1	283316	283316	CD163L1	12	12p13.3
CD163	9332	9332	CD163	12	12p13.3
APOBEC1	339	339	APOBEC1	12	12p13.1
SLC2A3	6515	6515	SLC2A3	12	12p13.3
FOXJ2	55810	55810	FOXJ2	12	12p13.31
C3AR1	719	719	C3AR1	12	12p13.31
NECAP1	25977	25977	NECAP1	12	12p13.31
CLEC4A	50856	50856	CLEC4A	12	12p13
PHC1	1911	1911	PHC1	12	12p13
M6PR	4074	4074	M6PR	12	12p13
A2M	2	2	A2M	12	12p13.31
MIR1244-3	100422872	100422872	MIR1244-3	12	None
LOC642846	642846	642846	LOC642846	12	12p13.31
DDX12P	440081	440081	DDX12P	12	12p13.31
KLRB1	3820	3820	KLRB1	12	12p13
LOC374443	374443	374443	LOC374443	12	12p13.31
CLEC2D	29121	29121	CLEC2D	12	12p13
CD69	969	969	CD69	12	12p13
CLEC2B	9976	9976	CLEC2B	12	12p13-p12
CLEC9A	283420	283420	CLEC9A	12	12p13.2
CLEC7A	64581	64581	CLEC7A	12	12p13.2
GABARAPL1	23710	23710	GABARAPL1	12	12p13.2
KLRD1	3824	3824	KLRD1	12	12p13
KLRC4-KLRK1	100528032	100528032	KLRC4-KLRK1	12	12p
MAGOHB	55110	55110	MAGOHB	12	12p13.2
STYK1	55359	55359	STYK1	12	12p13.2
YBX3	8531	8531	YBX3	12	12p13.1
ETV6	2120	2120	ETV6	12	12p13
BCL2L14	79370	79370	BCL2L14	12	12p13-p12
LRP6	4040	4040	LRP6	12	12p13.2
MANSC1	54682	54682	MANSC1	12	12p13.2
BORCS5	118426	118426	BORCS5	12	12p12
DUSP16	80824	80824	DUSP16	12	12p13
CREBL2	1389	1389	CREBL2	12	12p13
CDKN1B	1027	1027	CDKN1B	12	12p13.1-p12
APOLD1	81575	81575	APOLD1	12	12p13.1
RPL13AP20	387841	387841	RPL13AP20	12	12p13.1
GPRC5A	9052	9052	GPRC5A	12	12p13.1
HEBP1	50865	50865	HEBP1	12	12p13.1
EMP1	2012	2012	EMP1	12	12p12.3
ATF7IP	55729	55729	ATF7IP	12	12p13.1
PLBD1	79887	79887	PLBD1	12	12p13.1
GUCY2C	2984	2984	GUCY2C	12	12p12
H2AFJ	55766	55766	H2AFJ	12	12p12.3
WBP11	51729	51729	WBP11	12	12p12.3
MGP	4256	4256	MGP	12	12p12.3
ARHGDIB	397	397	ARHGDIB	12	12p12.3
EPS8	2059	2059	EPS8	12	12p12.3
STRAP	11171	11171	STRAP	12	12p12.3
DERA	51071	51071	DERA	12	12p12.3
MGST1	4257	4257	MGST1	12	12p12.3-p12.1
SKP1P2	728622	728622	SKP1P2	12	12p12.3
PLEKHA5	54477	54477	PLEKHA5	12	12p12
AEBP2	121536	121536	AEBP2	12	12p12.3
PDE3A	5139	5139	PDE3A	12	12p12
PYROXD1	79912	79912	PYROXD1	12	12p12.1
RECQL	5965	5965	RECQL	12	12p12
GOLT1B	51026	51026	GOLT1B	12	12p12.1
LDHB	3945	3945	LDHB	12	12p12.2-p12.1
ABCC9	10060	10060	ABCC9	12	12p12.1
CMAS	55907	55907	CMAS	12	12p12.1
C2CD5	9847	9847	C2CD5	12	12p12.1
ETNK1	55500	55500	ETNK1	12	12p12.1
LRMP	4033	4033	LRMP	12	12p12.1
LYRM5	144363	144363	LYRM5	12	12p12.1
KRAS	3845	3845	KRAS	12	12p12.1
BHLHE41	79365	79365	BHLHE41	12	12p12.1
SSPN	8082	8082	SSPN	12	12p11.2
ITPR2	3709	3709	ITPR2	12	12p11
ASUN	55726	55726	ASUN	12	12p11.23
FGFR1OP2	26127	26127	FGFR1OP2	12	12p11.23
TM7SF3	51768	51768	TM7SF3	12	12q11-q12
MED21	9412	9412	MED21	12	12p11.23
STK38L	23012	23012	STK38L	12	12p11.23
PPFIBP1	8496	8496	PPFIBP1	12	12p12.1
REP15	387849	387849	REP15	12	12p11.22
MRPS35	60488	60488	MRPS35	12	12p11
KLHL42	57542	57542	KLHL42	12	12p11.22
CCDC91	55297	55297	CCDC91	12	12p11.22
FAR2	55711	55711	FAR2	12	12p11.22
ERGIC2	51290	51290	ERGIC2	12	12p11.22
IPO8	10526	10526	IPO8	12	12p11.21
CAPRIN2	65981	65981	CAPRIN2	12	12p11
TSPAN11	441631	441631	TSPAN11	12	12p11.21
DDX11	1663	1663	DDX11	12	12p11
FAM60A	58516	58516	FAM60A	12	12p11
DENND5B	160518	160518	DENND5B	12	12p11.21
ETFBKMT	254013	254013	ETFBKMT	12	12p11.21
AMN1	196394	196394	AMN1	12	12p11.21
H3F3C	440093	440093	H3F3C	12	12p11.21
KIAA1551	55196	55196	KIAA1551	12	12p11.21
FGD4	121512	121512	FGD4	12	12p11.21
DNM1L	10059	10059	DNM1L	12	12p11.21
YARS2	51067	51067	YARS2	12	12p11.21
PKP2	5318	5318	PKP2	12	12p11
CPNE8	144402	144402	CPNE8	12	12q12
KIF21A	55605	55605	KIF21A	12	12q12
SLC2A13	114134	114134	SLC2A13	12	12q12
GXYLT1	283464	283464	GXYLT1	12	12q12
YAF2	10138	10138	YAF2	12	12q12
ZCRB1	85437	85437	ZCRB1	12	12q12
PPHLN1	51535	51535	PPHLN1	12	12q12
IRAK4	51135	51135	IRAK4	12	12q12
TWF1	5756	5756	TWF1	12	12q12
TMEM117	84216	84216	TMEM117	12	12q12
NELL2	4753	4753	NELL2	12	12q12
ANO6	196527	196527	ANO6	12	12q12
ARID2	196528	196528	ARID2	12	12q12
SCAF11	9169	9169	SCAF11	12	12q12
SLC38A1	81539	81539	SLC38A1	12	12q13.11
SLC38A2	54407	54407	SLC38A2	12	12q
AMIGO2	347902	347902	AMIGO2	12	12q13.11
PCED1B	91523	91523	PCED1B	12	12q13.11
RPAP3	79657	79657	RPAP3	12	12q13.11
SLC48A1	55652	55652	SLC48A1	12	12q13.11
HDAC7	51564	51564	HDAC7	12	12q13.1
VDR	7421	7421	VDR	12	12q13.11
TMEM106C	79022	79022	TMEM106C	12	12q13.1
SENP1	29843	29843	SENP1	12	12q13.1
PFKM	5213	5213	PFKM	12	12q13.3
ASB8	140461	140461	ASB8	12	12q13.11
ZNF641	121274	121274	ZNF641	12	12q13.11
KANSL2	54934	54934	KANSL2	12	12q13.11
CCNT1	904.chr12.2	904	CCNT1	12	12q13.11
ADCY6	112	112	ADCY6	12	12q13.12
CACNB3	784	784	CACNB3	12	12q13
DDX23	9416	9416	DDX23	12	12q13.12
RND1	27289	27289	RND1	12	12q12
FKBP11	51303	51303	FKBP11	12	12q13.12
ARF3	377	377	ARF3	12	12q13
PRKAG1	5571	5571	PRKAG1	12	12q13.12
LMBR1L	55716	55716	LMBR1L	12	12q13.12
TUBA1B	10376	10376	TUBA1B	12	12q13.12
TUBA1A	7846	7846	TUBA1A	12	12q13.12
TUBA1C	84790	84790	TUBA1C	12	12q13.12
TROAP	10024	10024	TROAP	12	12q13.12
DNAJC22	79962	79962	DNAJC22	12	12q13.12
SPATS2	65244	65244	SPATS2	12	12q13.12
MCRS1	10445	10445	MCRS1	12	12q13.12
FMNL3	91010	91010	FMNL3	12	12q13.12
TMBIM6	7009	7009	TMBIM6	12	12q13.12
NCKAP5L	57701	57701	NCKAP5L	12	12q13.12
BCDIN3D	144233	144233	BCDIN3D	12	12q13.12
RACGAP1	29127	29127	RACGAP1	12	12q13.12
SMARCD1	6602	6602	SMARCD1	12	12q13-q14
GPD1	2819	2819	GPD1	12	12q13.12
COX14	84987	84987	COX14	12	12q13.12
CERS5	91012	91012	CERS5	12	12q13.12
LIMA1	51474	51474	LIMA1	12	12q13
LARP4	113251	113251	LARP4	12	12q13.12
DIP2B	57609	57609	DIP2B	12	12q13.12
ATF1	466	466	ATF1	12	12q13
METTL7A	25840	25840	METTL7A	12	12q13.12
SLC11A2	4891	4891	SLC11A2	12	12q13
LETMD1	25875	25875	LETMD1	12	12q13.12
CSRNP2	81566	81566	CSRNP2	12	12q13.12
TFCP2	7024	7024	TFCP2	12	12q13
DAZAP2	9802	9802	DAZAP2	12	12q12
SMAGP	57228	57228	SMAGP	12	12q13.13
BIN2	51411	51411	BIN2	12	12q13
GALNT6	11226	11226	GALNT6	12	12q13
ACVRL1	94	94	ACVRL1	12	12q13.13
ACVR1B	91	91	ACVR1B	12	12q13
GRASP	160622	160622	GRASP	12	12q13.13
